,drug_id,drug_name,drug_group,target_id,target_name,target_symbol,target_organ
14949,DB08351,N-cyclopropyl-4-methyl-3-{2-[(2-morpholin-4-ylethyl)amino]quinazolin-6-yl}benzamide,['experimental'],BE0001019,Mitogen-activated protein kinase 14,MAPK14,Humans
14950,DB08352,"6-[4-(2-fluorophenyl)-1,3-oxazol-5-yl]-N-(1-methylethyl)-1,3-benzothiazol-2-amine",['experimental'],BE0001019,Mitogen-activated protein kinase 14,MAPK14,Humans
14951,DB08353,"2-(CYCLOHEXYLMETHYLAMINO)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE",['experimental'],BE0001209,Casein kinase II subunit alpha,CSNK2A1,Humans
14952,DB08354,"2-(4-CHLOROBENZYLAMINO)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE",['experimental'],BE0001209,Casein kinase II subunit alpha,CSNK2A1,Humans
14953,DB08355,"1-methyl-8-(phenylamino)-4,5-dihydro-1H-pyrazolo[4,3-h]quinazoline-3-carboxylic acid",['experimental'],BE0003734,Cyclin-A2,CCNA2,Humans
14954,DB08355,"1-methyl-8-(phenylamino)-4,5-dihydro-1H-pyrazolo[4,3-h]quinazoline-3-carboxylic acid",['experimental'],BE0001072,Cyclin-dependent kinase 2,CDK2,Humans
14955,DB08356,"4-[4-(4-methoxyphenyl)-5-methyl-1H-pyrazol-3-yl]benzene-1,3-diol",['experimental'],BE0004284,"[Pyruvate dehydrogenase [lipoamide]] kinase isozyme 4, mitochondrial",PDK4,Humans
14956,DB08357,Diethylene glycol diethyl ether,['experimental'],BE0000426,Acetylcholinesterase,ACHE,Humans
14959,DB08358,"2-(2-QUINOLIN-3-YLPYRIDIN-4-YL)-1,5,6,7-TETRAHYDRO-4H-PYRROLO[3,2-C]PYRIDIN-4-ONE",['experimental'],BE0001373,MAP kinase-activated protein kinase 2,MAPKAPK2,Humans
14960,DB08358,"2-(2-QUINOLIN-3-YLPYRIDIN-4-YL)-1,5,6,7-TETRAHYDRO-4H-PYRROLO[3,2-C]PYRIDIN-4-ONE",['experimental'],BE0004064,MAP kinase-activated protein kinase 3,MAPKAPK3,Humans
14962,DB08360,"2-(4-ETHYLPIPERAZIN-1-YL)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE",['experimental'],BE0001209,Casein kinase II subunit alpha,CSNK2A1,Humans
14963,DB08361,"2-{[(1R,2S)-2-aminocyclohexyl]amino}-4-[(3-methylphenyl)amino]pyrimidine-5-carboxamide",['experimental'],BE0001316,Tyrosine-protein kinase SYK,SYK,Humans
14964,DB08362,"N-(3-(8-CYANO-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZIN-2-YLAMINO)PHENYL)ACETAMIDE",['experimental'],BE0001209,Casein kinase II subunit alpha,CSNK2A1,Humans
14965,DB08363,1-(9-ethyl-9H-carbazol-3-yl)-N-methylmethanamine,['experimental'],BE0003380,Cellular tumor antigen p53,TP53,Humans
14967,DB08365,"8-bromo-4-(2-chlorophenyl)-N-(2-hydroxyethyl)-6-methyl-1,3-dioxo-1,2,3,6-tetrahydropyrrolo[3,4-e]indole-7-carboxamide",['experimental'],BE0003335,Wee1-like protein kinase,WEE1,Humans
14970,DB08368,"OCTANE-1,3,5,7-TETRACARBOXYLIC ACID",['experimental'],BE0003753,Carboxypeptidase A1,CPA1,Humans
14971,DB08369,1-(biphenyl-4-ylmethyl)-1H-imidazole,['experimental'],BE0003549,Cytochrome P450 2B6,CYP2B6,Humans
14972,DB08370,S-(4-BROMOBENZYL)CYSTEINE,['experimental'],BE0000814,Glutathione S-transferase P,GSTP1,Humans
14973,DB08371,p-Benzoyl-L-phenylalanine,['experimental'],BE0000623,Tyrosine-protein phosphatase non-receptor type 1,PTPN1,Humans
14974,DB08371,p-Benzoyl-L-phenylalanine,['experimental'],BE0000230,"Tyrosine--tRNA ligase, cytoplasmic",YARS,Humans
14977,DB08373,"4,4'-BIS([H]METHYLSULFONYL)-2,2',5,5'-TETRACHLOROBIPHENYL",['experimental'],BE0004289,Uteroglobin,SCGB1A1,Humans
14978,DB08374,Phenylalanylmethylchloride,['experimental'],BE0003531,Chymotrypsinogen B,CTRB1,Humans
14983,DB08377,N-[4-(4-nitrophenylphospho)butanoyl]-D-alanine,['experimental'],BE0002815,Ig gamma-1 chain C region,IGHG1,Humans
14984,DB08378,"4-[4-(2,5-DIOXO-PYRROLIDIN-1-YL)-PHENYLAMINO]-4-HYDROXY-BUTYRIC ACID",['experimental'],BE0004292,Myosin light chain 6B,MYL6B,Humans
14985,DB08378,"4-[4-(2,5-DIOXO-PYRROLIDIN-1-YL)-PHENYLAMINO]-4-HYDROXY-BUTYRIC ACID",['experimental'],BE0004293,Myosin regulatory light chain 12A,MYL12A,Humans
14986,DB08378,"4-[4-(2,5-DIOXO-PYRROLIDIN-1-YL)-PHENYLAMINO]-4-HYDROXY-BUTYRIC ACID",['experimental'],BE0004294,Myosin-7,MYH7,Humans
14988,DB08382,Gosogliptin,['investigational'],BE0000854,Dipeptidyl peptidase 4,DPP4,Humans
14989,DB08383,"4,5-bis(4-methoxyphenyl)-2-thiophen-2-yl-1H-imidazole",['experimental'],BE0000631,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",PDE10A,Humans
14990,DB08384,2-({4-[4-(pyridin-4-ylmethyl)-1H-pyrazol-3-yl]phenoxy}methyl)quinoline,['experimental'],BE0000631,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",PDE10A,Humans
14991,DB08385,4-(quinolin-3-ylmethyl)piperidine-1-carboxylic acid,['experimental'],BE0002194,Fatty-acid amide hydrolase 1,FAAH,Humans
14992,DB08386,2-{[4-(4-pyridin-4-yl-1H-pyrazol-3-yl)phenoxy]methyl}quinoline,['experimental'],BE0000631,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",PDE10A,Humans
14993,DB08387,Mardepodect,['investigational'],BE0000631,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",PDE10A,Humans
14994,DB08388,"5-(2-ETHOXYETHYL)-5-[4-(4-FLUOROPHENOXY)PHENOXY]PYRIMIDINE-2,4,6(1H,3H,5H)-TRIONE",['experimental'],BE0000966,Collagenase 3,MMP13,Humans
14995,DB08389,"6,7-DIMETHOXY-4-[(3R)-3-(2-NAPHTHYLOXY)PYRROLIDIN-1-YL]QUINAZOLINE",['experimental'],BE0000631,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",PDE10A,Humans
14997,DB08391,PQ-10,['experimental'],BE0000631,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",PDE10A,Humans
14998,DB08392,"2-[5,6-BIS-(4-METHOXY-PHENYL)-FURO[2,3-D]PYRIMIDIN-4-YLAMINO]-ETHANOL",['experimental'],BE0003382,Serine/threonine-protein kinase Chk1,CHEK1,Humans
14999,DB08393,"2-[(5,6-DIPHENYLFURO[2,3-D]PYRIMIDIN-4-YL)AMINO]ETHANOL",['experimental'],BE0003382,Serine/threonine-protein kinase Chk1,CHEK1,Humans
15000,DB08394,PARA-NITROPHENYLPHOSPHONOBUTANOYL-GLYCINE,['experimental'],BE0002815,Ig gamma-1 chain C region,IGHG1,Humans
15001,DB08395,2-(ETHOXYMETHYL)-4-(4-FLUOROPHENYL)-3-[2-(2-HYDROXYPHENOXY)PYRIMIDIN-4-YL]ISOXAZOL-5(2H)-ONE,['experimental'],BE0001019,Mitogen-activated protein kinase 14,MAPK14,Humans
15002,DB08396,"4-{[(Z)-(5-oxo-2-phenyl-1,3-oxazol-4(5H)-ylidene)methyl]amino}butanoic acid",['experimental'],BE0004312,Ig heavy chain V-III region CAM,IGHV3-30,Humans
15003,DB08397,6-(DIFLUORO-PHOSPHONO-METHYL)-NAPHTHALENE-2-CARBOXYLIC ACID,['experimental'],BE0000623,Tyrosine-protein phosphatase non-receptor type 1,PTPN1,Humans
15004,DB08398,"2-Amino-1-methyl-6-phenylimidazo(4,5-b)pyridine",['investigational'],BE0000123,Estrogen receptor alpha,ESR1,Humans
15005,DB08398,"2-Amino-1-methyl-6-phenylimidazo(4,5-b)pyridine",['investigational'],BE0003740,Nuclear receptor coactivator 2,NCOA2,Humans
15006,DB08399,Piceatannol,['experimental'],BE0003840,"ATP synthase subunit alpha, mitochondrial",ATP5A1,Humans
15007,DB08399,Piceatannol,['experimental'],BE0003841,"ATP synthase subunit beta, mitochondrial",ATP5B,Humans
15008,DB08399,Piceatannol,['experimental'],BE0003842,"ATP synthase subunit gamma, mitochondrial",ATP5C1,Humans
15009,DB08400,4-(3-{[5-(trifluoromethyl)pyridin-2-yl]oxy}benzyl)piperidine-1-carboxylic acid,['experimental'],BE0002194,Fatty-acid amide hydrolase 1,FAAH,Humans
15011,DB08402,"2-[(2,4-DICHLOROBENZOYL)AMINO]-5-(PYRIMIDIN-2-YLOXY)BENZOIC ACID",['experimental'],BE0000215,Peroxisome proliferator-activated receptor gamma,PPARG,Humans
15012,DB08402,"2-[(2,4-DICHLOROBENZOYL)AMINO]-5-(PYRIMIDIN-2-YLOXY)BENZOIC ACID",['experimental'],BE0003740,Nuclear receptor coactivator 2,NCOA2,Humans
15013,DB08402,"2-[(2,4-DICHLOROBENZOYL)AMINO]-5-(PYRIMIDIN-2-YLOXY)BENZOIC ACID",['experimental'],BE0000412,Retinoic acid receptor RXR-alpha,RXRA,Humans
15014,DB08403,METHYLAMINO-PHENYLALANYL-LEUCYL-HYDROXAMIC ACID,['experimental'],BE0000920,Interstitial collagenase,MMP1,Humans
15015,DB08403,METHYLAMINO-PHENYLALANYL-LEUCYL-HYDROXAMIC ACID,['experimental'],BE0001182,Neutrophil collagenase,MMP8,Humans
15018,DB08406,"[N-(2,4-DIAMINOPTERIDIN-6-YL)-METHYL]-DIBENZ[B,F]AZEPINE",['experimental'],BE0000330,Dihydrofolate reductase,DHFR,Humans
15021,DB08409,4-NITRO-BENZYLPHOSPHONOBUTANOYL-GLYCINE,['experimental'],BE0002815,Ig gamma-1 chain C region,IGHG1,Humans
15022,DB08409,4-NITRO-BENZYLPHOSPHONOBUTANOYL-GLYCINE,['experimental'],BE0003805,Ig gamma-2 chain C region,IGHG2,Humans
15023,DB08410,PARA-NITROBENZYL GLUTARYL GLYCINIC ACID,['experimental'],BE0002815,Ig gamma-1 chain C region,IGHG1,Humans
15024,DB08411,N-[4-(4-nitrophenylphospho)butanoyl]-L-alanine,['experimental'],BE0002815,Ig gamma-1 chain C region,IGHG1,Humans
15025,DB08412,6-{4-[HYDROXY-(4-NITRO-PHENOXY)-PHOSPHORYL]-BUTYRYLAMINO}-HEXANOIC ACID,['experimental'],BE0002815,Ig gamma-1 chain C region,IGHG1,Humans
15026,DB08413,METHYL-PHOSPHONIC ACID MONO-(4-NITRO-PHENYL) ESTER,['experimental'],BE0003836,Ig kappa chain C region,IGKC,Humans
15027,DB08413,METHYL-PHOSPHONIC ACID MONO-(4-NITRO-PHENYL) ESTER,['experimental'],BE0004314,"Alkaline phosphatase, placental type",ALPP,Humans
15029,DB08416,"(9BETA,13ALPHA,14BETA,17ALPHA)-2-METHOXYESTRA-1,3,5(10)-TRIENE-3,17-DIYL DISULFAMATE",['experimental'],BE0000322,Carbonic anhydrase 2,CA2,Humans
15030,DB08418,"(4aS,4bR,10bS,12aS)-12a-methyl-1,3-dioxo-2-(pyridin-3-ylmethyl)-1,2,3,4,4a,4b,5,6,10b,11,12,12a-dodecahydronaphtho[2,1-f]isoquinolin-8-yl sulfamate",['experimental'],BE0000322,Carbonic anhydrase 2,CA2,Humans
15032,DB08420,1-{[1-(2-AMINO-3-PHENYL-PROPIONYL)-PYRROLIDINE-2-CARBONYL]-AMINO}-2-(3-CYANO-PHENYL)-ETHANEBORONIC ACID,['experimental'],BE0001739,Trypsin-1,PRSS1,Humans
15034,DB08422,[PHENYLALANINYL-PROLINYL]-[2-(PYRIDIN-4-YLAMINO)-ETHYL]-AMINE,['experimental'],BE0000048,Prothrombin,F2,Humans
15035,DB08423,[5-AMINO-1-(4-FLUOROPHENYL)-1H-PYRAZOL-4-YL][3-(PIPERIDIN-4-YLOXY)PHENYL]METHANONE,['experimental'],BE0001019,Mitogen-activated protein kinase 14,MAPK14,Humans
15036,DB08424,"[5-AMINO-1-(4-FLUOROPHENYL)-1H-PYRAZOL-4-YL](3-{[(2R)-2,3-DIHYDROXYPROPYL]OXY}PHENYL)METHANONE",['experimental'],BE0001019,Mitogen-activated protein kinase 14,MAPK14,Humans
15037,DB08426,"THIENO[3,2-B]PYRIDINE-2-SULFONIC ACID [2-OXO-1-(1H-PYRROLO[2,3-C]PYRIDIN-2-YLMETHYL)-PYRROLIDIN-3-YL]-AMIDE",['experimental'],BE0000216,Coagulation factor X,F10,Humans
15041,DB08429,N-({(2S)-1-[(3R)-3-amino-4-(3-chlorophenyl)butanoyl]pyrrolidin-2-yl}methyl)-3-(methylsulfonyl)benzamide,['experimental'],BE0000854,Dipeptidyl peptidase 4,DPP4,Humans
15042,DB08430,PARA-NITROPHENYL 1-THIO-BETA-D-GLUCOPYRANOSIDE,['experimental'],BE0004111,Lactase-like protein,LCTL,Humans
15047,DB08435,"(5E,14E)-11-oxoprosta-5,9,12,14-tetraen-1-oic acid",['experimental'],BE0000215,Peroxisome proliferator-activated receptor gamma,PPARG,Humans
15048,DB08436,"8-BENZO[1,3]DIOXOL-,5-YLMETHYL-9-BUTYL-9H-",['experimental'],BE0001120,Heat shock protein HSP 90-alpha,HSP90AA1,Humans
15049,DB08437,Puromycin,['experimental'],BE0003823,60S ribosomal protein L10-like,RPL10L,Humans
15050,DB08437,Puromycin,['experimental'],BE0003824,60S ribosomal protein L13a,RPL13A,Humans
15051,DB08437,Puromycin,['experimental'],BE0003825,60S ribosomal protein L23,RPL23,Humans
15052,DB08437,Puromycin,['experimental'],BE0003826,60S ribosomal protein L15,RPL15,Humans
15053,DB08437,Puromycin,['experimental'],BE0003827,60S ribosomal protein L19,RPL19,Humans
15054,DB08437,Puromycin,['experimental'],BE0003828,60S ribosomal protein L23a,RPL23A,Humans
15055,DB08437,Puromycin,['experimental'],BE0003829,Probable ribosome biogenesis protein RLP24,RSL24D1,Humans
15056,DB08437,Puromycin,['experimental'],BE0003830,60S ribosomal protein L26-like 1,RPL26L1,Humans
15057,DB08437,Puromycin,['experimental'],BE0003831,60S ribosomal protein L8,RPL8,Humans
15058,DB08437,Puromycin,['experimental'],BE0003832,60S ribosomal protein L37,RPL37,Humans
15059,DB08437,Puromycin,['experimental'],BE0003833,60S ribosomal protein L3,RPL3,Humans
15060,DB08437,Puromycin,['experimental'],BE0003834,60S ribosomal protein L11,RPL11,Humans
15063,DB08439,Parecoxib,['approved'],BE0000262,Prostaglandin G/H synthase 2,PTGS2,Humans
15064,DB08439,Parecoxib,['approved'],BE0000994,Lactotransferrin,LTF,Humans
15066,DB08441,"6-BROMO-13-THIA-2,4,8,12,19-PENTAAZATRICYCLO[12.3.1.1~3,7~]NONADECA-1(18),3(19),4,6,14,16-HEXAENE 13,13-DIOXIDE",['experimental'],BE0001072,Cyclin-dependent kinase 2,CDK2,Humans
15067,DB08442,"4-{[(2R)-2-(2-methylphenyl)pyrrolidin-1-yl]carbonyl}benzene-1,3-diol",['experimental'],BE0001120,Heat shock protein HSP 90-alpha,HSP90AA1,Humans
15068,DB08443,"2-(1H-pyrrol-1-ylcarbonyl)benzene-1,3,5-triol",['experimental'],BE0001120,Heat shock protein HSP 90-alpha,HSP90AA1,Humans
15070,DB08445,"(3R,4S)-1-[6-(6-METHOXYPYRIDIN-3-YL)PYRIMIDIN-4-YL]-4-(2,4,5-TRIFLUOROPHENYL)PYRROLIDIN-3-AMINE",['experimental'],BE0000854,Dipeptidyl peptidase 4,DPP4,Humans
15072,DB08447,3-{3-[(DIMETHYLAMINO)METHYL]-1H-INDOL-7-YL}PROPAN-1-OL,['experimental'],BE0003768,Group IIE secretory phospholipase A2,PLA2G2E,Humans
15073,DB08448,"(4aS)-5-[(2,4-diaminopteridin-6-yl)methyl]-4a,5-dihydro-2H-dibenzo[b,f]azepin-8-ol",['experimental'],BE0000330,Dihydrofolate reductase,DHFR,Humans
15074,DB08449,"2-(3-((4,5,7-trifluorobenzo[d]thiazol-2-yl)methyl)-1H-pyrrolo[2,3-b]pyridin-1-yl)acetic acid",['experimental'],BE0000747,Aldose reductase,AKR1B1,Humans
15075,DB08450,N-1H-indazol-5-yl-2-(6-methylpyridin-2-yl)quinazolin-4-amine,['experimental'],BE0003782,TGF-beta receptor type-1,TGFBR1,Humans
15077,DB08453,2-Nonyl-4-quinolinol 1-oxide,['experimental'],BE0003854,"Cytochrome c1, heme protein, mitochondrial",CYC1,Humans
15078,DB08453,2-Nonyl-4-quinolinol 1-oxide,['experimental'],BE0000938,Cytochrome b,MT-CYB,Humans
15079,DB08453,2-Nonyl-4-quinolinol 1-oxide,['experimental'],BE0001005,"Cytochrome b-c1 complex subunit 1, mitochondrial",UQCRC1,Humans
15080,DB08453,2-Nonyl-4-quinolinol 1-oxide,['experimental'],BE0003855,"Cytochrome b-c1 complex subunit 2, mitochondrial",UQCRC2,Humans
15081,DB08453,2-Nonyl-4-quinolinol 1-oxide,['experimental'],BE0003856,"Cytochrome b-c1 complex subunit 6, mitochondrial",UQCRH,Humans
15082,DB08453,2-Nonyl-4-quinolinol 1-oxide,['experimental'],BE0003857,Cytochrome b-c1 complex subunit 8,UQCRQ,Humans
15083,DB08453,2-Nonyl-4-quinolinol 1-oxide,['experimental'],BE0003858,"Cytochrome b-c1 complex subunit Rieske, mitochondrial",UQCRFS1,Humans
15084,DB08453,2-Nonyl-4-quinolinol 1-oxide,['experimental'],BE0003859,Cytochrome b-c1 complex subunit 10,UQCR11,Humans
15085,DB08453,2-Nonyl-4-quinolinol 1-oxide,['experimental'],BE0003860,Cytochrome b-c1 complex subunit 7,UQCRB,Humans
15086,DB08453,2-Nonyl-4-quinolinol 1-oxide,['experimental'],BE0003861,Cytochrome b-c1 complex subunit 9,UQCR10,Humans
15095,DB08454,N-(5-METHYL-1H-PYRAZOL-3-YL)-2-PHENYLQUINAZOLIN-4-AMINE,['experimental'],BE0004324,Calcium/calmodulin-dependent protein kinase type 1D,CAMK1D,Humans
15101,DB08461,"3-[(4-AMINO-1-TERT-BUTYL-1H-PYRAZOLO[3,4-D]PYRIMIDIN-3-YL)METHYL]PHENOL",['experimental'],BE0000132,Androgen receptor,AR,Humans
15102,DB08462,N-(4-PHENYLAMINO-QUINAZOLIN-6-YL)-ACRYLAMIDE,['experimental'],BE0000838,Proto-oncogene tyrosine-protein kinase Src,SRC,Humans
15103,DB08463,(2R)-2-({9-(1-methylethyl)-6-[(4-pyridin-2-ylbenzyl)amino]-9H-purin-2-yl}amino)butan-1-ol,['experimental'],BE0001072,Cyclin-dependent kinase 2,CDK2,Humans
15104,DB08463,(2R)-2-({9-(1-methylethyl)-6-[(4-pyridin-2-ylbenzyl)amino]-9H-purin-2-yl}amino)butan-1-ol,['experimental'],BE0003734,Cyclin-A2,CCNA2,Humans
15105,DB08464,"METHYL 3-CHLORO-2-{3-[(2,5-DIHYDROXY-4-METHOXYPHENYL)AMINO]-3-OXOPROPYL}-4,6-DIHYDROXYBENZOATE",['experimental'],BE0001898,Heat shock protein HSP 90-beta,HSP90AB1,Humans
15106,DB08464,"METHYL 3-CHLORO-2-{3-[(2,5-DIHYDROXY-4-METHOXYPHENYL)AMINO]-3-OXOPROPYL}-4,6-DIHYDROXYBENZOATE",['experimental'],BE0001165,Endoplasmin,HSP90B1,Humans
15107,DB08465,"2-(3-AMINO-2,5,6-TRIMETHOXYPHENYL)ETHYL 5-CHLORO-2,4-DIHYDROXYBENZOATE",['experimental'],BE0001898,Heat shock protein HSP 90-beta,HSP90AB1,Humans
15108,DB08465,"2-(3-AMINO-2,5,6-TRIMETHOXYPHENYL)ETHYL 5-CHLORO-2,4-DIHYDROXYBENZOATE",['experimental'],BE0001165,Endoplasmin,HSP90B1,Humans
15109,DB08466,"5-[2-(4-hydroxyphenyl)ethyl]benzene-1,3-diol",['experimental'],BE0001680,Leukotriene A-4 hydrolase,LTA4H,Humans
15114,DB08473,Dichlororibofuranosylbenzimidazole,['experimental'],BE0001209,Casein kinase II subunit alpha,CSNK2A1,Humans
15117,DB08476,3-AMINO-AZACYCLOTRIDECAN-2-ONE,['experimental'],BE0001182,Neutrophil collagenase,MMP8,Humans
15118,DB08478,N-[2-Chloro-5-(trifluoromethyl)phenyl]imidodicarbonimidic diamide,['experimental'],BE0000324,Thymidylate synthase,TYMS,Humans
15119,DB08479,"N-(3,5-dimethoxyphenyl)imidodicarbonimidic diamide",['experimental'],BE0000324,Thymidylate synthase,TYMS,Humans
15120,DB08480,4-HYDROXY-N-PROPARGYL-1(R)-AMINOINDAN,['experimental'],BE0002196,Amine oxidase [flavin-containing] B,MAOB,Humans
15122,DB08482,[[1-[N-HYDROXY-ACETAMIDYL]-3-METHYL-BUTYL]-CARBONYL-LEUCINYL]-ALANINE ETHYL ESTER,['experimental'],BE0000920,Interstitial collagenase,MMP1,Humans
15123,DB08484,4-AMINO-N-[(2-SULFANYLETHYL)CARBAMOYL]BENZENESULFONAMIDE,['experimental'],BE0002431,"Fructose-1,6-bisphosphatase 1",FBP1,Humans
15125,DB08486,Efaproxiral,['investigational'],BE0000130,Hemoglobin subunit alpha,HBA1,Humans
15126,DB08486,Efaproxiral,['investigational'],BE0000629,Hemoglobin subunit beta,HBB,Humans
15127,DB08487,3-({4-[(6-CHLORO-1-BENZOTHIEN-2-YL)SULFONYL]-2-OXOPIPERAZIN-1-YL}METHYL)BENZENECARBOXIMIDAMIDE,['experimental'],BE0000216,Coagulation factor X,F10,Humans
15128,DB08488,"4-{[(E)-2-(5-CHLOROTHIEN-2-YL)VINYL]SULFONYL}-1-(1H-PYRROLO[3,2-C]PYRIDIN-2-YLMETHYL)PIPERAZIN-2-ONE",['experimental'],BE0000216,Coagulation factor X,F10,Humans
15129,DB08489,"N4-HYDROXY-2-ISOBUTYL-N1-(9-OXO-1,8-DIAZA-TRICYCLO[10.6.1.013,18]NONADECA-12(19),13,15,17-TETRAEN-10-YL)-SUCCINAMIDE",['experimental'],BE0003690,Matrilysin,MMP7,Humans
15130,DB08490,CTS-1027,"['experimental', 'investigational']",BE0000966,Collagenase 3,MMP13,Humans
15131,DB08491,N-HYDROXY-2-[4-(4-PHENOXY-BENZENESULFONYL)-TETRAHYDRO-PYRAN-4-YL]-ACETAMIDE,['experimental'],BE0000920,Interstitial collagenase,MMP1,Humans
15132,DB08492,(2E)-3-(2-OCT-1-YN-1-YLPHENYL)ACRYLIC ACID,['experimental'],BE0000309,Arachidonate 15-lipoxygenase,ALOX15,Humans
15133,DB08493,"5-METHYL-3-(9-OXO-1,8-DIAZA-TRICYCLO[10.6.1.013,18]NONADECA-12(19),13,15,17-TETRAEN-10-YLCARBAMOYL)-HEXANOIC ACID",['experimental'],BE0003690,Matrilysin,MMP7,Humans
15135,DB08495,4-({4-[(6-CHLORO-1-BENZOTHIEN-2-YL)SULFONYL]-2-OXOPIPERAZIN-1-YL}METHYL)BENZENECARBOXIMIDAMIDE,['experimental'],BE0000216,Coagulation factor X,F10,Humans
15136,DB08497,"(1S)-2-oxo-1-phenyl-2-[(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-5-yl)amino]ethyl acetate",['experimental'],BE0001162,Caspase-3,CASP3,Humans
15137,DB08498,"(1S)-1-(3-chlorophenyl)-2-oxo-2-[(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-5-yl)amino]ethyl acetate",['experimental'],BE0001162,Caspase-3,CASP3,Humans
15138,DB08499,"N-[3-(2-fluoroethoxy)phenyl]-N'-(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-6-yl)butanediamide",['experimental'],BE0001162,Caspase-3,CASP3,Humans
15139,DB08500,"(3S,5R,7R,8S,9S,10R)-7-(hydroxymethyl)-3-(2-naphthyl)-1,6-dioxa-2-azaspiro[4.5]decane-8,9,10-triol",['experimental'],BE0000916,"Glycogen phosphorylase, muscle form",PYGM,Humans
15143,DB08503,"(3S,5R,7R,8S,9S,10R)-7-(hydroxymethyl)-3-(4-methylphenyl)-1,6-dioxa-2-azaspiro[4.5]decane-8,9,10-triol",['experimental'],BE0000916,"Glycogen phosphorylase, muscle form",PYGM,Humans
15144,DB08504,"6-(4-{(1S,2S)-2-AMINO-1-[(DIMETHYLAMINO)CARBONYL]-3-[(3S)-3-FLUOROPYRROLIDIN-1-YL]-3-OXOPROPYL}PHENYL)-1H-[1,2,4]TRIAZOLO[1,5-A]PYRIDIN-4-IUM",['experimental'],BE0000854,Dipeptidyl peptidase 4,DPP4,Humans
15147,DB08507,N-[[2-METHYL-4-HYDROXYCARBAMOYL]BUT-4-YL-N]-BENZYL-P-[PHENYL]-P-[METHYL]PHOSPHINAMID,['experimental'],BE0001116,Stromelysin-1,MMP3,Humans
15150,DB08510,5-ALPHA-PREGNANE-3-BETA-OL-HEMISUCCINATE,['experimental'],BE0003805,Ig gamma-2 chain C region,IGHG2,Humans
15153,DB08513,[4-({5-(AMINOCARBONYL)-4-[(3-METHYLPHENYL)AMINO]PYRIMIDIN-2-YL}AMINO)PHENYL]ACETIC ACID,['experimental'],BE0000923,Mitogen-activated protein kinase 1,MAPK1,Humans
15154,DB08513,[4-({5-(AMINOCARBONYL)-4-[(3-METHYLPHENYL)AMINO]PYRIMIDIN-2-YL}AMINO)PHENYL]ACETIC ACID,['experimental'],BE0000033,Insulin receptor,INSR,Humans
15155,DB08513,[4-({5-(AMINOCARBONYL)-4-[(3-METHYLPHENYL)AMINO]PYRIMIDIN-2-YL}AMINO)PHENYL]ACETIC ACID,['experimental'],BE0000977,Insulin receptor substrate 1,IRS1,Humans
15157,DB08515,"(3AR,6R,6AS)-6-((S)-((S)-CYCLOHEX-2-ENYL)(HYDROXY)METHYL)-6A-METHYL-4-OXO-HEXAHYDRO-2H-FURO[3,2-C]PYRROLE-6-CARBALDEHYDE",['experimental'],BE0003910,Proteasome subunit alpha type-1,PSMA1,Humans
15158,DB08515,"(3AR,6R,6AS)-6-((S)-((S)-CYCLOHEX-2-ENYL)(HYDROXY)METHYL)-6A-METHYL-4-OXO-HEXAHYDRO-2H-FURO[3,2-C]PYRROLE-6-CARBALDEHYDE",['experimental'],BE0003911,Proteasome subunit alpha type-2,PSMA2,Humans
15159,DB08515,"(3AR,6R,6AS)-6-((S)-((S)-CYCLOHEX-2-ENYL)(HYDROXY)METHYL)-6A-METHYL-4-OXO-HEXAHYDRO-2H-FURO[3,2-C]PYRROLE-6-CARBALDEHYDE",['experimental'],BE0003912,Proteasome subunit alpha type-3,PSMA3,Humans
15160,DB08515,"(3AR,6R,6AS)-6-((S)-((S)-CYCLOHEX-2-ENYL)(HYDROXY)METHYL)-6A-METHYL-4-OXO-HEXAHYDRO-2H-FURO[3,2-C]PYRROLE-6-CARBALDEHYDE",['experimental'],BE0003913,Proteasome subunit alpha type-4,PSMA4,Humans
15161,DB08515,"(3AR,6R,6AS)-6-((S)-((S)-CYCLOHEX-2-ENYL)(HYDROXY)METHYL)-6A-METHYL-4-OXO-HEXAHYDRO-2H-FURO[3,2-C]PYRROLE-6-CARBALDEHYDE",['experimental'],BE0003914,Proteasome subunit alpha type-5,PSMA5,Humans
