,drug_name,drugbank_id,MeSH_id,DrugType,Class,Rheumatoid_Arthritis,Asthma,Multiple_sclerosis
4425,Odronextamab,DB16684,#N/A,['investigational'],0,0,0,0
4426,Ofatumumab,DB06650,#N/A,['approved'],1,0,0,0
4427,Ofloxacin,DB01165,MESH:D015242,['approved'],1,1,0,0
4428,Olanzapine,DB00334,MESH:D000077152,"['approved', 'investigational']",1,1,0,0
4429,Olaparib,DB09074,MESH:C531550,['approved'],1,1,0,0
4430,Olaratumab,DB06043,#N/A,"['approved', 'investigational']",1,0,0,0
4431,Olcegepant,DB04869,MESH:C492454,['investigational'],0,0,0,0
4432,Oleandrin,DB12843,MESH:C021065,"['experimental', 'investigational']",0,1,0,0
4433,Oleic Acid,DB04224,MESH:D019301,"['approved', 'investigational', 'vet_approved']",1,1,0,0
4434,Oliceridine,DB14881,C586842,"['approved', 'investigational']",1,0,0,0
4435,Olinvacimab,DB16265,#N/A,['investigational'],0,0,0,0
4436,Olmesartan,DB00275,MESH:C437965,"['approved', 'investigational']",1,1,0,0
4437,Olmutinib,DB13164,MESH:C000617753,['investigational'],0,0,0,0
4438,Olodanrigan,DB16266,#N/A,['investigational'],0,0,0,0
4439,Olodaterol,DB09080,MESH:C549647,['approved'],1,0,0,0
4440,Olokizumab,DB13127,#N/A,['investigational'],0,0,0,0
4441,Olomoucine,DB02116,MESH:C090046,['experimental'],0,1,0,0
4442,Olopatadine,DB00768,MESH:D000069605,['approved'],1,1,0,0
4443,Olsalazine,DB01250,MESH:C032587,['approved'],1,0,0,0
4444,Olutasidenib,DB16267,#N/A,"['approved', 'investigational']",1,0,0,0
4445,Omacetaxine mepesuccinate,DB04865,MESH:D000077863,"['approved', 'investigational']",1,0,0,0
4446,Omalizumab,DB00043,#N/A,"['approved', 'investigational']",1,0,0,0
4447,Omapatrilat,DB00886,MESH:C106266,['investigational'],0,1,0,0
4448,Omburtamab,DB15635,#N/A,['investigational'],0,0,0,0
4449,Omega-3 fatty acids,DB11133,MESH:D015525,"['approved', 'nutraceutical']",1,1,0,0
4450,Omega-3-acid ethyl esters,DB09539,#N/A,"['approved', 'investigational']",1,0,0,0
4451,Omega-3-carboxylic acids,DB09568,#N/A,"['approved', 'investigational']",1,0,0,0
4452,Omeprazole,DB00338,MESH:D009853,"['approved', 'investigational', 'vet_approved']",1,1,0,0
4453,Omidenepag isopropyl,DB15071,MESH:C000632951,"['approved', 'investigational']",1,0,0,0
4454,Onapristone,DB12637,MESH:C053238,['investigational'],0,1,0,0
4455,Ondansetron,DB00904,MESH:D017294,"['approved', 'withdrawn']",1,1,0,0
4456,Onercept,DB06495,#N/A,['investigational'],0,0,0,0
4457,Opaganib,DB12764,C548780,['investigational'],0,0,0,0
4458,Opicapone,DB11632,MESH:C549349,"['approved', 'investigational']",1,0,0,0
4459,Opium,DB11130,MESH:D009892,"['approved', 'illicit']",1,0,0,0
4460,Oportuzumab monatox,DB05319,#N/A,['investigational'],0,0,0,0
4461,Oprelvekin,DB00038,MESH:C105308,"['approved', 'investigational']",1,0,0,0
4462,Orciprenaline,DB00816,MESH:D009921,['approved'],1,1,0,0
4463,Oregovomab,DB04964,#N/A,['investigational'],0,0,0,0
4464,Orlistat,DB01083,MESH:D000077403,"['approved', 'investigational']",1,1,0,0
4465,Ormeloxifene,DB13310,#N/A,['experimental'],0,0,0,0
4466,Ornithine,DB00129,MESH:D009952,"['approved', 'nutraceutical']",1,0,0,0
4467,Orotic acid,DB02262,MESH:D009963,['investigational'],0,0,0,0
4468,Orphenadrine,DB01173,MESH:D009966,['approved'],1,1,0,0
4469,Osanetant,DB04872,MESH:C091554,['investigational'],0,0,0,0
4470,Oseltamivir,DB00198,MESH:D053139,['approved'],1,1,0,0
4471,Osilodrostat,DB11837,MESH:C553306,"['approved', 'investigational']",1,0,0,0
4472,Osimertinib,DB09330,MESH:C000596361,['approved'],1,1,0,0
4473,Ospemifene,DB04938,MESH:C119141,"['approved', 'investigational']",1,1,0,0
4474,Otamixaban,DB06635,MESH:C435830,['investigational'],0,0,0,0
4475,Otenabant,DB11745,#N/A,['investigational'],0,0,0,0
4476,Otlertuzumab,DB16275,#N/A,['investigational'],0,0,0,0
4477,Ouabain,DB01092,MESH:D010042,['approved'],1,1,0,0
4478,Ovalicin,DB04324,MESH:C002781,['experimental'],0,0,0,0
4479,Oxacillin,DB00713,MESH:D010068,"['approved', 'investigational']",1,0,0,0
4480,Oxalic Acid,DB03902,MESH:D019815,['experimental'],0,1,0,0
4481,Oxaloacetate Ion,DB02637,#N/A,['experimental'],0,0,0,0
4482,Oxamic Acid,DB03940,MESH:D010072,['experimental'],0,1,0,0
4483,Oxandrolone,DB00621,MESH:D010074,"['approved', 'investigational']",1,0,0,0
4484,Oxaprozin,DB00991,MESH:D000077431,['approved'],1,0,0,0
4485,Oxazepam,DB00842,MESH:D010076,['approved'],1,1,0,0
4486,Oxazepam acetate,DB14672,MESH:C028246,['experimental'],0,0,0,0
4487,Oxcarbazepine,DB00776,MESH:D000078330,['approved'],1,0,0,0
4488,Oxetacaine,DB12532,MESH:C100289,"['approved', 'investigational']",1,0,0,0
4489,Oxibendazole,DB04910,MESH:C011321,"['investigational', 'vet_approved']",1,1,0,0
4490,Oxiconazole,DB00239,MESH:C022155,['approved'],1,0,0,0
4491,Oxprenolol,DB01580,MESH:D010096,['approved'],1,0,0,0
4492,Oxtriphylline,DB01303,MESH:C012839,['approved'],1,0,0,0
4493,Oxybenzone,DB01428,MESH:C005290,"['approved', 'investigational']",1,1,0,0
4494,Oxybuprocaine,DB00892,C005298,"['approved', 'investigational']",1,0,0,0
4495,Oxybutynin,DB01062,MESH:C005419,"['approved', 'investigational']",1,0,0,0
4496,Oxycodone,DB00497,MESH:D010098,"['approved', 'illicit', 'investigational']",1,1,0,0
4497,Oxygen,DB09140,MESH:D010100,"['approved', 'vet_approved']",1,1,0,0
4498,Oxymetazoline,DB00935,MESH:D010109,"['approved', 'investigational']",1,0,0,0
4499,Oxymetholone,DB06412,MESH:D010110,"['approved', 'illicit']",1,1,0,0
4500,Oxymorphone,DB01192,MESH:D010111,"['approved', 'investigational', 'vet_approved']",1,0,0,0
4501,Oxyphenbutazone,DB03585,MESH:D010113,"['approved', 'withdrawn']",1,1,0,0
4502,Oxyphencyclimine,DB00383,MESH:C100201,['approved'],1,0,0,0
4503,Oxyphenonium,DB00219,MESH:D010115,['approved'],1,0,0,0
4504,Oxypurinol,DB05262,MESH:D010117,['investigational'],0,1,0,0
4505,Oxytocin,DB00107,MESH:D010121,"['approved', 'vet_approved']",1,1,0,0
4506,Ozanimod,DB12612,MESH:C000607776,"['approved', 'investigational']",1,0,0,0
4507,P-(2'-Iodo-5'-Thenoyl)Hydrotropic Acid,DB03752,MESH:C099787,['experimental'],0,0,0,0
4508,P-Anisic Acid,DB02795,C004520,['experimental'],0,0,0,0
4509,P-Nitrophenol,DB04417,C024836,['experimental'],0,1,0,0
4510,P1-(5'-Adenosyl)P5-(5'-(3'azido-3'-Deoxythymidyl))Pentaphosphate,DB03845,#N/A,['experimental'],0,0,0,0
4511,P1-(adenosine-5'-P5-(uridine-5')pentaphosphate,DB03664,#N/A,['experimental'],0,0,0,0
4512,P54,DB05451,#N/A,['investigational'],0,0,0,0
4513,PAC-1,DB13048,#N/A,['investigational'],0,0,0,0
4514,PARA-NITROBENZYL GLUTARYL GLYCINIC ACID,DB08410,#N/A,['experimental'],0,0,0,0
4515,PARA-NITROPHENYL 1-THIO-BETA-D-GLUCOPYRANOSIDE,DB08430,#N/A,['experimental'],0,0,0,0
4516,PARA-NITROPHENYLPHOSPHONOBUTANOYL-GLYCINE,DB08394,#N/A,['experimental'],0,0,0,0
4517,PAS219,DB03114,#N/A,['experimental'],0,0,0,0
4518,PASBN,DB03078,#N/A,['experimental'],0,0,0,0
4519,PD-166326,DB08339,#N/A,['experimental'],0,0,0,0
4520,PD-168393,DB07662,#N/A,['experimental'],0,0,0,0
4521,PD150606,DB02570,MESH:C100442,['experimental'],0,1,0,0
4522,PF-00356231,DB03367,#N/A,['experimental'],0,0,0,0
4523,PF-477736,DB12611,MESH:C532366,['investigational'],0,0,0,0
4524,PG-530742,DB05495,#N/A,['investigational'],0,0,0,0
4525,PH-284,DB05452,#N/A,['investigational'],0,0,0,0
4526,PH-797804,DB07941,MESH:C542398,['investigational'],0,0,0,0
4527,"PHENYL-5-(1H-PYRAZOL-3-YL)-1,3-THIAZOLE",DB07614,#N/A,['experimental'],0,0,0,0
4528,PHENYLALANYLAMINODI(ETHYLOXY)ETHYL BENZENESULFONAMIDEAMINOCARBONYLBENZENESULFONAMIDE,DB07710,#N/A,['experimental'],0,0,0,0
4529,"PHENYLAMINOIMIDAZO(1,2-ALPHA)PYRIDINE",DB04607,#N/A,['experimental'],0,0,0,0
4530,PHENYL[1-(N-SUCCINYLAMINO)PENTYL]PHOSPHONATE,DB07893,#N/A,['experimental'],0,0,0,0
4531,PHOSPHONIC ACID 2-DODECANOYLAMINO-HEXYL ESTER PROPYL ESTER,DB07657,#N/A,['experimental'],0,0,0,0
4532,PLN-74809,DB16515,#N/A,['investigational'],0,0,0,0
4533,PLX-4720,DB06999,MESH:C528407,['experimental'],0,0,0,0
4534,PN0621,DB05218,#N/A,['investigational'],0,0,0,0
4535,PNU177836,DB02977,#N/A,['experimental'],0,0,0,0
4536,PP-121,DB08052,#N/A,['experimental'],0,0,0,0
4537,PPI-2458,DB05864,MESH:C488724,['investigational'],0,0,0,0
4538,PPL-100,DB05961,#N/A,['investigational'],0,0,0,0
4539,PQ-10,DB08391,#N/A,['experimental'],0,0,0,0
4540,PR-104,DB05968,MESH:C522381,['investigational'],0,0,0,0
4541,PRLX 93936,DB06098,#N/A,['investigational'],0,0,0,0
4542,PRO-542,DB05793,MESH:C096753,['investigational'],0,0,0,0
4543,PROGESTERONE-11-ALPHA-OL-HEMISUCCINATE,DB08547,#N/A,['experimental'],0,0,0,0
4544,PRX-07034,DB05993,#N/A,['investigational'],0,0,0,0
4545,PRX-08066,DB05607,C551465,['investigational'],0,0,0,0
4546,PSN9301,DB05001,#N/A,['investigational'],0,0,0,0
4547,PUROMYCIN AMINONUCLEOSIDE-5'-MONOPHOSPHATE,DB04602,#N/A,['experimental'],0,0,0,0
4548,PX-12,DB05448,#N/A,['investigational'],0,0,0,0
4549,PX-478,DB06082,C492908,['investigational'],0,1,0,0
4550,"PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-(3-METHYL-BENZYLAMIDE)",DB04759,#N/A,['experimental'],0,0,0,0
4551,"PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-(4-FLUORO-3-METHYL-BENZYLAMIDE)",DB04760,#N/A,['experimental'],0,0,0,0
4552,"PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-[(PYRIDIN-3-YLMETHYL)-AMIDE]",DB04761,#N/A,['experimental'],0,0,0,0
4553,Paclitaxel,DB01229,MESH:D017239,"['approved', 'vet_approved']",1,1,0,0
4554,Paclitaxel docosahexaenoic acid,DB05297,#N/A,['investigational'],0,0,0,0
4555,Pacritinib,DB11697,C561234,"['approved', 'investigational']",1,0,0,0
4556,Pafolacianine,DB15413,#N/A,"['approved', 'investigational']",1,0,0,0
4557,Pagoclone,DB04903,MESH:C447412,['investigational'],0,0,0,0
4558,Palbociclib,DB09073,MESH:C500026,"['approved', 'investigational']",1,1,0,0
4559,Palifermin,DB00039,MESH:D051523,['approved'],1,0,0,0
4560,Palifosfamide,DB05668,MESH:C027061,['investigational'],0,0,0,0
4561,Paliperidone,DB01267,MESH:D000068882,['approved'],1,1,0,0
4562,Palivizumab,DB00110,#N/A,"['approved', 'investigational']",1,0,0,0
4563,Palmitic Acid,DB03796,MESH:D019308,['approved'],1,1,0,0
4564,Palmitoyl-Linoleoyl Phosphatidylcholine,DB02306,#N/A,['experimental'],0,0,0,0
4565,Palonosetron,DB00377,MESH:D000077924,"['approved', 'investigational']",1,0,0,0
4566,Palovarotene,DB05467,#N/A,"['approved', 'investigational']",1,0,0,0
4567,Pam2csk4,DB16474,#N/A,['investigational'],0,0,0,0
4568,Pamidronic acid,DB00282,MESH:D000077268,['approved'],1,1,0,0
4569,Pancuronium,DB01337,MESH:D010197,['approved'],1,0,1,0
4570,Panitumumab,DB01269,#N/A,"['approved', 'investigational']",1,0,0,0
4571,Panobinostat,DB06603,MESH:D000077767,"['approved', 'investigational']",1,1,0,0
4572,Pantoprazole,DB00213,MESH:D000077402,['approved'],1,1,0,0
4573,Pantothenoylaminoethenethiol,DB03738,#N/A,['experimental'],0,0,0,0
4574,Papain,DB11193,#N/A,['approved'],1,0,0,0
4575,Papaverine,DB01113,MESH:D010208,"['approved', 'investigational']",1,0,0,0
4576,Para-Bromobenzyl Alcohol,DB02822,C048038,['experimental'],0,0,0,0
4577,Para-Mercury-Benzenesulfonic Acid,DB02983,#N/A,['experimental'],0,0,0,0
4578,Parachlorophenol,DB13154,C029107,['approved'],1,0,0,0
4579,Paramethadione,DB00617,MESH:C005731,['approved'],1,0,0,0
4580,Paramethasone,DB01384,MESH:D010248,['experimental'],0,0,0,0
4581,Parathyroid hormone,DB05829,MESH:D010281,"['approved', 'investigational']",1,0,0,0
4582,Paratoulene phosphate,DB04495,#N/A,['experimental'],0,0,0,0
4583,Pardoprunox,DB12061,MESH:C480679,['investigational'],0,0,0,0
4584,Parecoxib,DB08439,MESH:C409945,['approved'],1,1,0,0
4585,Pargyline,DB01626,MESH:D010293,['approved'],1,0,0,0
4586,Paricalcitol,DB00910,MESH:C084656,"['approved', 'investigational']",1,1,0,0
4587,Paroxetine,DB00715,MESH:D017374,"['approved', 'investigational']",1,1,0,0
4588,Pascolizumab,DB06560,#N/A,['investigational'],0,0,0,0
4589,Pasireotide,DB06663,MESH:C517782,['approved'],1,1,0,0
4590,Patent Blue,DB13967,#N/A,['approved'],1,0,0,0
4591,Patupilone,DB03010,MESH:C093788,"['experimental', 'investigational']",0,0,0,0
4592,Pavinetant,DB11692,#N/A,['investigational'],0,0,0,0
4593,Pazopanib,DB06589,MESH:C516667,['approved'],1,1,0,0
4594,Pecavaptan,DB16279,#N/A,['investigational'],0,0,0,0
4595,Pefloxacin,DB00487,MESH:D015366,['approved'],1,1,0,0
4596,Pegademase,DB00061,#N/A,['approved'],1,0,0,0
4597,Pegaptanib,DB04895,MESH:C495058,"['approved', 'investigational']",1,0,0,0
4598,Pegcetacoplan,DB16694,#N/A,['approved'],1,0,0,0
4599,Pegdinetanib,DB05931,#N/A,['investigational'],0,0,0,0
4600,Pegfilgrastim,DB00019,#N/A,['approved'],1,0,0,0
4601,Peginesatide,DB08894,MESH:C556270,"['approved', 'investigational']",1,0,0,0
4602,Peginterferon alfa-2a,DB00008,MESH:C100416,"['approved', 'investigational']",1,1,0,0
4603,Peginterferon alfa-2b,DB00022,MESH:C417083,['approved'],1,1,0,0
4604,Peginterferon beta-1a,DB09122,MESH:C428112,['approved'],1,0,0,0
4605,Pegpleranib,DB06325,#N/A,['investigational'],0,0,0,0
4606,Pegvisomant,DB00082,MESH:C406545,['approved'],1,0,0,0
4607,Peldesine,DB02568,MESH:C104194,['investigational'],0,0,0,0
4608,Pelitinib,DB05524,MESH:C413879,['investigational'],0,0,0,0
4609,Pembrolizumab,DB09037,#N/A,['approved'],1,0,0,0
4610,Pemetrexed,DB00642,MESH:D000068437,"['approved', 'investigational']",1,1,0,0
4611,Pemigatinib,DB15102,MESH:C000705477,"['approved', 'investigational']",1,0,0,0
4612,Penbutolol,DB01359,MESH:D010394,"['approved', 'investigational']",1,1,0,0
4613,Pentaerythritol tetranitrate,DB06154,MESH:D010417,['approved'],1,0,0,0
4614,Pentagastrin,DB00183,MESH:D010418,['approved'],1,1,0,0
4615,Pentaglyme,DB02580,#N/A,['experimental'],0,0,0,0
4616,Pentamidine,DB00738,MESH:D010419,"['approved', 'investigational']",1,1,0,0
4617,Pentanal,DB01919,MESH:C046012,['experimental'],0,1,0,0
4618,Pentazocine,DB00652,MESH:D010423,"['approved', 'vet_approved']",1,0,0,0
4619,Pentobarbital,DB00312,MESH:D010424,"['approved', 'investigational', 'vet_approved']",1,1,0,0
4620,Pentolinium,DB01090,MESH:D010425,['approved'],1,0,0,0
4621,Pentosan polysulfate,DB00686,MESH:D010426,['approved'],1,1,0,0
4622,Pentostatin,DB00552,MESH:D015649,"['approved', 'investigational']",1,0,0,0
4623,Pentoxifylline,DB00806,MESH:D010431,"['approved', 'investigational']",1,1,0,0
4624,Pentoxyverine,DB11186,MESH:C018861,"['approved', 'investigational', 'withdrawn']",1,1,0,0
4625,Peptide YY (3-36),DB05004,MESH:C061785,['investigational'],0,0,0,0
4626,Perampanel,DB08883,MESH:C551441,['approved'],1,0,0,0
4627,Pergolide,DB01186,MESH:D010479,"['approved', 'investigational', 'vet_approved', 'withdrawn']",1,0,0,0
4628,Perhexiline,DB01074,MESH:D010480,"['approved', 'investigational']",1,1,0,0
4629,Periciazine,DB01608,MESH:C084584,"['approved', 'investigational']",1,0,0,0
4630,Perifosine,DB06641,MESH:C105905,['investigational'],0,1,0,0
4631,Perindopril,DB00790,MESH:D020913,['approved'],1,1,0,0
4632,Permethrin,DB04930,MESH:D026023,"['approved', 'investigational']",1,1,0,0
4633,Perospirone,DB08922,MESH:C065533,['experimental'],0,0,0,0
4634,Perphenazine,DB00850,MESH:D010546,['approved'],1,0,0,0
4635,Pertuzumab,DB06366,#N/A,['approved'],1,0,0,0
4636,Pexidartinib,DB12978,MESH:C000600259,"['approved', 'investigational']",1,0,0,0
4637,Phenacemide,DB01121,MESH:C005396,['approved'],1,0,0,0
4638,Phenacetin,DB03783,MESH:D010615,['withdrawn'],0,1,0,0
4639,Phenazopyridine,DB01438,MESH:D010621,['approved'],1,0,0,0
4640,Phencyclidine,DB03575,MESH:D010622,['illicit'],0,1,0,0
4641,Phendimetrazine,DB01579,MESH:C100294,"['approved', 'illicit']",1,0,0,0
4642,Phenelzine,DB00780,MESH:D010624,['approved'],1,1,0,0
4643,Phenethyl Isothiocyanate,DB12695,MESH:C058305,['investigational'],0,1,0,0
4644,Phenethylamine,DB04325,MESH:C029261,['experimental'],0,0,0,0
4645,Phenformin,DB00914,MESH:D010629,"['approved', 'investigational', 'withdrawn']",1,1,0,0
4646,Phenindamine,DB01619,MESH:C005430,['approved'],1,0,0,0
4647,Phenindione,DB00498,MESH:D010630,"['approved', 'investigational']",1,0,0,0
4648,Pheniramine,DB01620,MESH:D010632,['approved'],1,0,0,0
4649,Phenmetrazine,DB00830,MESH:D010633,"['approved', 'illicit']",1,0,0,0
4650,Phenobarbital,DB01174,MESH:D010634,"['approved', 'investigational']",1,1,1,0
4651,Phenol,DB03255,MESH:D019800,"['approved', 'experimental']",1,1,0,0
4652,Phenolphthalein,DB04824,MESH:D020113,"['approved', 'withdrawn']",1,0,0,0
4653,Phenothiazine,DB11447,MESH:C031637,"['experimental', 'vet_approved']",1,0,0,0
4654,Phenoxybenzamine,DB00925,MESH:D010643,['approved'],1,0,0,0
4655,Phenoxymethylpenicillin,DB00417,MESH:D010404,"['approved', 'vet_approved']",1,1,0,0
4656,Phenprocoumon,DB00946,MESH:D010644,"['approved', 'investigational']",1,1,0,0
4657,Phenserine,DB04892,#N/A,['investigational'],0,0,0,0
4658,Phentermine,DB00191,MESH:D010645,"['approved', 'illicit']",1,0,0,0
4659,Phentolamine,DB00692,MESH:D010646,['approved'],1,1,0,0
4660,Phenyl salicylate,DB11071,MESH:C026041,['approved'],1,0,0,0
4661,Phenylalanine,DB00120,MESH:D010649,"['approved', 'investigational', 'nutraceutical']",1,0,0,0
4662,Phenylalanine-N-Sulfonamide,DB03012,#N/A,['experimental'],0,0,0,0
4663,Phenylalanylmethylchloride,DB08374,#N/A,['experimental'],0,0,0,0
4664,Phenylbutazone,DB00812,MESH:D010653,"['approved', 'vet_approved']",1,1,0,0
4665,Phenylbutyric acid,DB06819,C075773,"['approved', 'investigational']",1,1,0,0
4666,Phenylephrine,DB00388,MESH:D010656,['approved'],1,1,0,0
4667,Phenylethane Boronic Acid,DB01963,MESH:C037240,['experimental'],0,0,0,0
4668,Phenylphosphate,DB03298,MESH:C074782,['experimental'],0,0,0,0
4669,Phenylpropanolamine,DB00397,MESH:D010665,"['approved', 'vet_approved', 'withdrawn']",1,1,0,0
4670,Phenylpyruvic acid,DB03884,MESH:C031606,['experimental'],0,1,0,0
4671,Phenytoin,DB00252,MESH:D010672,"['approved', 'vet_approved']",1,1,0,0
4672,Pholcodine,DB09209,MESH:C008872,"['approved', 'illicit']",1,0,0,0
4673,Phosphatidyl ethanol,DB04752,#N/A,['experimental'],0,0,0,0
4674,Phosphatidyl serine,DB00144,MESH:D010718,"['investigational', 'nutraceutical']",0,1,0,0
4675,Phosphatidylethanolamine,DB04327,MESH:C483858,['experimental'],0,1,0,0
4676,Phosphoaminophosphonic Acid-Adenylate Ester,DB04395,#N/A,['experimental'],0,0,0,0
4677,Phosphoaminophosphonic acid guanylate ester,DB02082,MESH:D006165,['experimental'],0,0,0,0
4678,Phosphocreatine,DB13191,MESH:D010725,['nutraceutical'],0,0,0,0
4679,Phosphoenolpyruvate,DB01819,MESH:D010728,['experimental'],0,0,0,0
4680,Phosphoglycolohydroxamic Acid,DB03026,MESH:C008886,['experimental'],0,0,0,0
4681,Phosphomethylphosphonic acid guanosyl ester,DB03486,#N/A,['experimental'],0,0,0,0
4682,Phosphonoacetohydroxamic Acid,DB03645,#N/A,['experimental'],0,0,0,0
4683,Phosphonothreonine,DB02482,#N/A,['experimental'],0,0,0,0
4684,Phosphonotyrosine,DB01962,MESH:D019000,['experimental'],0,0,0,0
4685,Phosphoramidon,DB02557,MESH:C008890,['experimental'],0,0,0,0
4686,Phosphorylcolamine,DB01738,MESH:C005448,['experimental'],0,0,0,0
4687,Phosphorylisopropane,DB03976,#N/A,['experimental'],0,0,0,0
4688,Phthalic Acid,DB02746,MESH:C032279,['experimental'],0,0,0,0
4689,Phylloquinone,DB01022,MESH:D010837,"['approved', 'investigational']",1,1,0,0
4690,Physostigmine,DB00981,MESH:D010830,"['approved', 'investigational']",1,1,0,0
4691,Piboserod,DB04873,MESH:C479132,['investigational'],0,0,0,0
4692,Piceatannol,DB08399,C041525,['experimental'],0,1,0,0
4693,Piclamilast,DB01791,MESH:C087566,['experimental'],0,1,0,0
4694,Piclidenoson,DB05511,MESH:C084956,['investigational'],0,1,0,0
4695,Picolinic acid,DB05483,#N/A,['investigational'],0,1,0,0
4696,Picrotoxin,DB00466,MESH:D010852,['experimental'],0,1,0,0
4697,Pidolic acid,DB03088,MESH:D011761,"['approved', 'investigational']",1,0,0,0
4698,Piflufolastat F 18,DB14805,#N/A,"['approved', 'investigational']",1,0,0,0
4699,Pilaralisib,DB11772,MESH:C581157,['investigational'],0,1,0,0
4700,Pilocarpine,DB01085,MESH:D010862,"['approved', 'investigational']",1,1,0,0
4701,Pimagedine,DB05383,MESH:C004479,['investigational'],0,1,0,0
4702,Pimasertib,DB14904,MESH:C550600,['investigational'],0,0,0,0
4703,Pimavanserin,DB05316,MESH:C510793,"['approved', 'investigational']",1,0,0,0
4704,Pimecrolimus,DB00337,MESH:C117268,"['approved', 'investigational']",1,1,0,0
4705,Pimozide,DB01100,MESH:D010868,['approved'],1,0,0,0
4706,Pinaverium,DB09090,MESH:C013199,['approved'],1,0,0,0
4707,Pinazepam,DB13335,MESH:C010763,['experimental'],0,0,0,0
4708,Pindolol,DB00960,MESH:D010869,"['approved', 'investigational']",1,0,0,0
4709,Pioglitazone,DB01132,MESH:D000077205,"['approved', 'investigational']",1,1,0,0
4710,Pipamperone,DB09286,MESH:C005569,['investigational'],0,0,0,0
4711,Pipecuronium,DB01338,MESH:D017300,['approved'],1,0,0,0
4712,Piperazine,DB00592,MESH:D000077489,"['approved', 'vet_approved']",1,1,0,0
4713,Piperine,DB12582,MESH:C008922,['investigational'],0,1,0,0
4714,Pipotiazine,DB01621,MESH:C084783,"['approved', 'investigational']",1,0,0,0
4715,Pipradrol,DB11584,MESH:C084823,['approved'],1,0,0,0
4716,Pirbuterol,DB01291,MESH:C009118,['approved'],1,0,0,0
4717,Pirenzepine,DB00670,MESH:D010890,['approved'],1,1,0,0
4718,Piretanide,DB02925,MESH:C015451,['approved'],1,0,0,0
4719,Piribedil,DB12478,MESH:D010891,['investigational'],0,0,0,0
4720,Piritrexim,DB03695,MESH:C024530,['investigational'],0,0,0,0
4721,Pirlindole,DB09244,MESH:C009830,['experimental'],0,0,0,0
4722,Piroxicam,DB00554,MESH:D010894,"['approved', 'investigational']",1,1,0,0
4723,Pitavastatin,DB08860,MESH:C108475,['approved'],1,1,0,0
4724,Pitolisant,DB11642,MESH:C516975,"['approved', 'investigational']",1,0,0,0
4725,Pizotifen,DB06153,MESH:D010918,['approved'],1,0,0,0
4726,Platelet Activating Factor,DB02261,MESH:D010972,['experimental'],0,1,0,0
4727,Plecanatide,DB13170,MESH:C584575,"['approved', 'investigational']",1,0,0,0
4728,Plerixafor,DB06809,MESH:C088327,['approved'],1,1,0,0
4729,Plinabulin,DB05992,MESH:C514351,['investigational'],0,0,0,0
4730,Plitidepsin,DB04977,MESH:C098980,['investigational'],0,0,0,0
4731,Plozalizumab,DB12520,#N/A,['investigational'],0,0,0,0
4732,Podofilox,DB01179,MESH:D011034,['approved'],1,0,0,0
4733,Polaprezinc,DB09221,MESH:C061957,['experimental'],0,1,0,0
4734,Polatuzumab vedotin,DB12240,MESH:C000600736,"['approved', 'investigational']",1,0,0,0
4735,Polydatin,DB11263,MESH:C058229,['approved'],1,1,0,0
4736,Polyestradiol phosphate,DB09369,MESH:C008958,['approved'],1,1,0,0
4737,Polyethylene glycol 400,DB11077,#N/A,['approved'],1,1,0,0
4738,Polythiazide,DB01324,MESH:D011139,['approved'],1,0,0,0
4739,Pomalidomide,DB08910,#N/A,['approved'],1,1,0,0
4740,Ponatinib,DB08901,MESH:C545373,"['approved', 'investigational']",1,1,0,0
4741,Ponesimod,DB12016,MESH:C550169,"['approved', 'investigational']",1,0,0,0
4742,Porfimer sodium,DB00707,MESH:D017323,"['approved', 'investigational']",1,1,0,0
4743,Porphobilinogen,DB02272,MESH:D011162,['experimental'],0,0,0,0
4744,Porphyrin Fe(III),DB01710,#N/A,['experimental'],0,0,0,0
4745,Posizolid,DB04850,MESH:C453362,['investigational'],0,0,0,0
4746,Potassium,DB14500,MESH:D011188,"['approved', 'experimental']",1,1,0,0
4747,Potassium acetate,DB14498,MESH:D019347,"['approved', 'investigational']",1,0,0,0
4748,Potassium cation,DB01345,#N/A,"['approved', 'investigational']",1,0,0,0
4749,Potassium chloride,DB00761,MESH:D011189,"['approved', 'withdrawn']",1,1,0,0
4750,Potassium nitrate,DB11090,MESH:C023844,['approved'],1,1,0,0
4751,Potassium perchlorate,DB09418,MESH:C009006,"['approved', 'investigational']",1,1,0,0
4752,Potassium sulfate,DB14499,MESH:C031512,"['approved', 'investigational']",1,0,0,0
4753,Pozanicline,DB05458,MESH:C108326,['investigational'],0,0,0,0
4754,Poziotinib,DB12114,MESH:C557213,['investigational'],0,0,0,0
4755,Pracinostat,DB05223,MESH:C557525,['investigational'],0,1,0,0
4756,Practolol,DB01297,MESH:D011217,['approved'],1,0,0,0
4757,Pradefovir mesylate,DB05478,#N/A,['investigational'],0,0,0,0
4758,Pralatrexate,DB06813,C418863,"['approved', 'investigational']",1,0,0,0
4759,Pralidoxime,DB00733,MESH:C028797,"['approved', 'vet_approved']",1,1,0,0
4760,Pralnacasan,DB04875,MESH:C476331,['investigational'],0,0,0,0
4761,Pralsetinib,DB15822,#N/A,"['approved', 'investigational']",1,0,0,0
4762,Pramipexole,DB00413,#N/A,"['approved', 'investigational']",1,0,0,0
